ANO;CLASE_ACCIDENTE;DIRECCION;DIRECCION ENCASILLADA;DISENO;EXPEDIENTE;FECHA_ACCIDENTE;FECHA_ACCIDENTES;GRAVEDAD_ACCIDENTE;MES;NRO_RADICADO;NUMCOMUNA;BARRIO;COMUNA;LOCATION;X;Y
2019;Caida Ocupante;CR 63 CL 67;CR  063   067  000 00000;Tramo de via;A000923126;9/01/2019 4:55;2019-01-09T09:55:00.000Z;Con heridos;1;1656008;5;Caribe;Castilla;[-75.5742390745, 6.26534417189];834354.7;1184817.25
2019;Choque;CR 33 CL 65 B;CR  033   065 B  000 00000;Tramo de via;A000923127;9/01/2019 6:41;2019-01-09T11:41:00.000Z;Con heridos;1;1656077;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CL 37 CR 50;CL  037   050  000 00000;Tramo de via;A000923128;9/01/2019 7:00;2019-01-09T12:00:00.000Z;Con heridos;1;1656057;10;Calle Nueva;La Candelaria;[-75.5725073912, 6.23814798176];834537.84;1181808.14
2019;Atropello;CL 56 C CR 81;CL  056 C   081  000 00000;Lote o Predio;A000923191;9/01/2019 7:30;2019-01-09T12:30:00.000Z;Con heridos;1;1655991;13;El Pesebre;San Javier;[-75.5962809375, 6.27171675142];831916.78;1185529.23
2019;Choque;CR 65 CL 44;CR  065   044  000 00000;Interseccion;A000923206;9/01/2019 15:45;2019-01-09T20:45:00.000Z;Con heridos;1;1656087;11;Naranjal;Laureles Estadio;[-75.5832660993, 6.248522406];833350.11;1182959.2
2019;Volcamiento;CL 63 CR 91;CL  063   091  000 00000;Tramo de via;A000923197;9/01/2019 16:00;2019-01-09T21:00:00.000Z;Con heridos;1;1656035;7;Cucaracho;Robledo;[-75.6012371392, 6.27797150547];831370.16;1186222.76
2019;Otro;CL 120 CR 64 AA;CL  120   064 AA 000 00000;Tramo de via;A000923201;9/01/2019 16:30;2019-01-09T21:30:00.000Z;Con heridos;1;1656052;5;Toscana;Castilla;[-75.5581231671, 6.3109661409];836152.95;1189859.07
2019;Caida Ocupante;CR 52 CL 10;CR  052   010  000 00000;Tramo de via;A000923204;9/01/2019 18:40;2019-01-09T23:40:00.000Z;Con heridos;1;1656091;15;Campo Amor;Guayabal;[-75.5813197209, 6.21466206481];833554.9;1179212.79
2019;Caida Ocupante;CR 65 CL 97;CR  065   097  000 00000;Lote o Predio;A000923226;9/01/2019 22:30;2019-01-10T03:30:00.000Z;Con heridos;1;1656164;5;Castilla;Castilla;[-75.5696995962, 6.29164235009];834865.49;1187725.04
2019;Choque;CR 50 CL 35;CR  050   035  000 00000;Interseccion;A000923234;10/01/2019 6:20;2019-01-10T11:20:00.000Z;Con heridos;1;1656179;10;Perpetuo Socorro;La Candelaria;[-75.5732340579, 6.23624660989];834456.8;1181598.03
2019;Caida Ocupante;CR 999 CL 999;CR  999   999  000 00000;Tramo de via;A000923238;10/01/2019 6:30;2019-01-10T11:30:00.000Z;Con heridos;1;1656128;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;TV 39 B CL 70;TV  039 B   070  000 00000;Tramo de via;A000923243;10/01/2019 9:40;2019-01-10T14:40:00.000Z;Con heridos;1;1656174;11;U.P.B.;Laureles Estadio;[-75.5902755931, 6.23946819204];832571.28;1181959.8
2019;Caida Ocupante;CR 91 CL 80;CR  091   080  000 00000;Lote o Predio;A000923299;10/01/2019 11:30;2019-01-10T16:30:00.000Z;Con heridos;1;1656125;7;Aures No. 2;Robledo;[-75.5909174513, 6.28877797983];832515.95;1187414.92
2019;Choque;CR 48 CL 7;CR  048   007  000 00000;Interseccion;A000923289;10/01/2019 13:19;2019-01-10T18:19:00.000Z;Con heridos;1;1656217;14;Patio Bonito;El Poblado;[-75.5765743781, 6.20874755798];834078.39;1178557.01
2019;Caida Ocupante;CR 80 CL 65;CR  080   065  000 00000;Tramo de via;A000923294;10/01/2019 17:50;2019-01-10T22:50:00.000Z;Con heridos;1;1656092;7;Facultad de Minas U. Nacional;Robledo;[-75.5931430393, 6.27330476643];832264.64;1185703.9
2019;Choque;CR 45 CL 53;CR  045   053  000 00000;Tramo de via;A000923302;10/01/2019 18:30;2019-01-10T23:30:00.000Z;Con heridos;1;1656222;10;La Candelaria;La Candelaria;[-75.563055799, 6.24963525706];835587.73;1183075.95
2019;Caida Ocupante;CL 67 CR 51;CL  067   051  000 00000;Glorieta;A000923312;10/01/2019 18:40;2019-01-10T23:40:00.000Z;Con heridos;1;1656190;4;Sevilla;Aranjuez;[-75.563347148, 6.26412703653];835560.01;1184679.18
2019;Otro;CR 43 A CL 19;CR  043 A   019  000 00000;Lote o Predio;A000923308;10/01/2019 18:51;2019-01-10T23:51:00.000Z;Con heridos;1;1656123;14;Castropol;El Poblado;[-75.5693952188, 6.22003391849];834876.7;1179803.31
2019;Choque;CR 50 CL 20;CR  050   020  000 00000;Tramo de via;A000923311;10/01/2019 21:40;2019-01-11T02:40:00.000Z;Con heridos;1;1656245;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 63 CL 50;CR  063   050  000 00000;Tramo de via;A000923322;11/01/2019 6:07;2019-01-11T11:07:00.000Z;Con heridos;1;1656249;11;Carlos E. Restrepo;Laureles Estadio;[-75.5776455195, 6.25436112717];833974.15;1183603.33
2019;Caida Ocupante;CR 70 CL 4;CR  070   004  000 00000;Lote o Predio;A000923329;11/01/2019 7:00;2019-01-11T12:00:00.000Z;Con heridos;1;1656497;11;Bolivariana;Laureles Estadio;[-75.5891251499, 6.24640851914];832700.84;1182727.21
2019;Atropello;CL 50 CR 64 B;CL  050   064 B  000 00000;Tramo de via;A000923333;11/01/2019 9:00;2019-01-11T14:00:00.000Z;Con heridos;1;1656279;11;Carlos E. Restrepo;Laureles Estadio;[-75.5795335662, 6.25532378033];833765.45;1183710.42
2019;Otro;CR 62 CL 92;CR  062   092  000 00000;Tramo de via;A000923340;11/01/2019 9:40;2019-01-11T14:40:00.000Z;Con heridos;1;1656198;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CR 61 CL 54;CR  061   054  000 00000;Tramo de via;A000923332;11/01/2019 10:00;2019-01-11T15:00:00.000Z;Con heridos;1;1656251;80;Cabecera San Antonio de Prado;Corregimiento de San Antonio de Prado;[-75.642543456, 6.17476896712];826763.89;1174819.16
2019;Choque;CR 42 CL 43;CR  042   043  000 00000;Interseccion;A000923342;11/01/2019 11:00;2019-01-11T16:00:00.000Z;Con heridos;1;1656252;10;Las Palmas;La Candelaria;[-75.5645179136, 6.24142332411];835423.31;1182167.97
2019;Atropello;CR 9 CL 54;CR  009   054  000 00000;Tramo de via;A000923395;11/01/2019 11:10;2019-01-11T16:10:00.000Z;Con heridos;1;1656208;8;Las Estancias;Villa Hermosa;[-75.5360809431, 6.23419523007];838569.07;1181359.58
2019;Choque;CL 44 CR 73;CL  044   073  000 00000;Tramo de via;A000923344;11/01/2019 12:10;2019-01-11T17:10:00.000Z;Con heridos;1;1656266;11;Florida Nueva;Laureles Estadio;[-75.5923224714, 6.24960111841];832347.91;1183081.41
2019;Choque;CR 65 CL 80;CR  065   080  000 00000;Tramo de via;A000922652;2/01/2019 19:10;2019-01-03T00:10:00.000Z;Con heridos;1;1655545;5;Terminal de Transporte;Castilla;[-75.573496302, 6.27627044541];834440.37;1186025.73
2019;Otro;CR 116 CL 64 B;CR  116   064 B  000 00000;Tramo de via;A000922646;2/01/2019 20:00;2019-01-03T01:00:00.000Z;Con heridos;1;1655370;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CR 45 CL 67;CR  045   067  000 00000;Lote o Predio;A000922683;2/01/2019 22:00;2019-01-03T03:00:00.000Z;Con heridos;1;1655550;3;Manrique Central No. 2;Manrique;[-75.5555813857, 6.2631762147];836419.35;1184571.57
2019;Choque;CR 29 CL 51;CR  029   051  000 00000;Interseccion;A000922659;2/01/2019 23:30;2019-01-03T04:30:00.000Z;Con heridos;1;1655507;9;Barrio Caicedo;Buenos Aires;[-75.5513162827, 6.24179418752];836884.85;1182204.89
2019;Choque;CR 63 CL 79;CR  063   079  000 00000;Tramo de via;A000922664;3/01/2019 5:30;2019-01-03T10:30:00.000Z;Con heridos;1;1655597;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 57 CL 41;CR  057   041  000 00000;Tramo de via;A000922672;3/01/2019 6:00;2019-01-03T11:00:00.000Z;Con heridos;1;1655606;10;Inst;La Candelaria;[-75.5767528354, 6.24240133227];834069.2;1182280
2019;Otro;CR 50 CL 4 Sur;CR  050  S 004  000 00000;Tramo de via;A000922663;3/01/2019 6:10;2019-01-03T11:10:00.000Z;Con heridos;1;1655631;15;Cristo Rey;Guayabal;[-75.5798815265, 6.20300374377];833710.46;1177922.64
2019;Caida Ocupante;CR 63 CL 42;CR  063   042  000 00000;Lote o Predio;A000922669;3/01/2019 7:30;2019-01-03T12:30:00.000Z;Con heridos;1;1655532;11;Naranjal;Laureles Estadio;[-75.5814918954, 6.25005796995];833547;1183128.51
2019;Choque;CR 50 CL 28;CR  050   028  000 00000;Tramo de via;A000922665;3/01/2019 8:00;2019-01-03T13:00:00.000Z;Con heridos;1;1655527;10;Perpetuo Socorro;La Candelaria;[-75.5750506525, 6.23118696484];834254.11;1181038.88
2019;Choque;CR 52 CL 2 Sur;CR  052  S 002  000 00000;Tramo de via;A000922688;3/01/2019 13:00;2019-01-03T18:00:00.000Z;Con heridos;1;1655592;15;Cristo Rey;Guayabal;[-75.5860008885, 6.2066953722];833034.15;1178332.95
2019;Caida Ocupante;CL 54 CR 58;CL  054   058  000 00000;Interseccion;A000922680;3/01/2019 14:30;2019-01-03T19:30:00.000Z;Con heridos;1;1655503;10;San Benito;La Candelaria;[-75.5743969791, 6.25607986722];834334.3;1183792.44
2019;Choque;CR 65 CL 99;CR  065   099  000 00000;Tramo de via;A000922736;3/01/2019 17:10;2019-01-03T22:10:00.000Z;Con heridos;1;1655681;5;Girardot;Castilla;[-75.569336769, 6.2931261507];834906.12;1187889.07
2019;Atropello;CR 43 G CL 24;CR  043 G   024  000 00000;Interseccion;A000922735;3/01/2019 17:30;2019-01-03T22:30:00.000Z;Con heridos;1;1655640;14;Barrio Colombia;El Poblado;[-75.5724980667, 6.22544149591];834534.89;1180402.49
2019;Otro;CR 53 CL 34;CR  053   034  000 00000;Tramo de via;A000922731;3/01/2019 18:00;2019-01-03T23:00:00.000Z;Con heridos;1;1655551;10;Perpetuo Socorro;La Candelaria;[-75.5754138375, 6.23633099488];834215.52;1181608.05
2019;Choque;CR 30 CL 80;CR  030   080  000 00000;Tramo de via;A000922734;3/01/2019 18:30;2019-01-03T23:30:00.000Z;Con heridos;1;1655608;3;El Raizal;Manrique;[-75.5431711187, 6.27017078515];837795.27;1185341.48
2019;Choque;CL 68 CR 87;CL  068   087  000 00000;Tramo de via;A000922742;3/01/2019 20:10;2019-01-04T01:10:00.000Z;Con heridos;1;1655664;7;Palenque;Robledo;[-75.5952748333, 6.27829779541];832030.26;1186256.94
2019;Choque;CR 70 CL 55;CR  070   055  000 00000;Interseccion;A000922746;3/01/2019 21:40;2019-01-04T02:40:00.000Z;Con heridos;1;1655805;11;Carlos E. Restrepo;Laureles Estadio;[-75.5846962366, 6.26109294535];833195.78;1184350.27
2019;Choque;CL 67 CR 51;CL  067   051  000 00000;Tramo de via;A000922749;3/01/2019 23:50;2019-01-04T04:50:00.000Z;Con heridos;1;1655908;4;Sevilla;Aranjuez;[-75.563347148, 6.26412703653];835560.01;1184679.18
2019;Atropello;CR 62 CL 62;CR  062   062  000 00000;Tramo de via;A000922750;4/01/2019 4:25;2019-01-04T09:25:00.000Z;Con heridos;1;1655803;10;El Chagualo;La Candelaria;[-75.5731147225, 6.26083328058];834477.74;1184317.88
2019;Choque;CR 39 CL 92 B;CR  039   092 B  000 00000;Tramo de via;A000922476;1/01/2019 0:42;2019-01-01T05:42:00.000Z;Con heridos;1;1655109;3;La Salle;Manrique;[-75.5485103977, 6.28200332452];837207.92;1186652.09
2019;Choque;CR 45 CL 57;CR  045   057  000 00000;Interseccion;A000922479;1/01/2019 0:50;2019-01-01T05:50:00.000Z;Con heridos;1;1655118;10;Villa Nueva;La Candelaria;[-75.5610531244, 6.2525082844];835810.32;1183393.15
2019;Atropello;CL 8 CR 58;CL  008   058  000 00000;Lote o Predio;A000922527;1/01/2019 2:30;2019-01-01T07:30:00.000Z;Con heridos;1;1655148;15;Campo Amor;Guayabal;[-75.5857311924, 6.21444583884];833066.45;1179190.26
2019;Atropello;CR 14 CL 55;CR  014   055  000 00000;Lote o Predio;A000922528;1/01/2019 2:30;2019-01-01T07:30:00.000Z;Con heridos;1;1655149;8;San Antonio;Villa Hermosa;[-75.5388487257, 6.23741167531];838263.66;1181716.24
2019;Atropello;CL 41 CR 28;CL  041   028  000 00000;Tramo de via;A000922535;1/01/2019 5:00;2019-01-01T10:00:00.000Z;Con heridos;1;1655144;9;La Milagrosa;Buenos Aires;[-75.5543417263, 6.23465241583];836547.72;1181415.78
2019;Otro;CL 47 CR 1;CL  047   001  000 00000;Tramo de via;A000922543;1/01/2019 9:15;2019-01-01T14:15:00.000Z;Con heridos;1;1655374;9;Ocho de Marzo;Buenos Aires;[-75.5281093005, 6.22878278513];839449.89;1180758.41
2019;Otro;CR 80 CL 101 A;CR  080   101 A  000 00000;Tramo de via;A000922538;1/01/2019 9:30;2019-01-01T14:30:00.000Z;Con heridos;1;1655179;6;Doce de Octubre No.2;Doce de Octubre;[-75.5798290124, 6.30066570239];833747.13;1188726.46
2019;Atropello;CR 87 CL 104 B;CR  087   104 B  000 00000;Tramo de via;A000922546;1/01/2019 12:00;2019-01-01T17:00:00.000Z;Con heridos;1;1655236;6;El Triunfo;Doce de Octubre;[-75.585149546, 6.30821860388];833160.62;1189563.7
2019;Choque;CL 51 CR 51;CL  051   051  000 00000;Lote o Predio;A000922547;1/01/2019 12:00;2019-01-01T17:00:00.000Z;Con heridos;1;1655181;10;La Candelaria;La Candelaria;[-75.5684129159, 6.25055262173];834994.99;1183179.11
2019;Atropello;CR 52 CL 78;CR  052   078  000 00000;Interseccion;A000922558;1/01/2019 15:50;2019-01-01T20:50:00.000Z;Con heridos;1;1655404;4;Miranda;Aranjuez;[-75.564938987, 6.27292684243];835386.56;1185653.15
2019;Otro;CR 999 CL 999;CR  999   999  000 00000;Tramo de via;A000922562;1/01/2019 23:20;2019-01-02T04:20:00.000Z;Con heridos;1;1655362;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Otro;CR 32 CL 91;CR  032   091  000 00000;Tramo de via;A000922638;2/01/2019 9:00;2019-01-02T14:00:00.000Z;Con heridos;1;1655409;3;La Salle;Manrique;[-75.5447000018, 6.28272101859];837629.92;1186730.3
2019;Choque;CL 68 CR 88;CL  068   088  000 00000;Interseccion;A000922582;2/01/2019 13:30;2019-01-02T18:30:00.000Z;Con heridos;1;1655510;7;Palenque;Robledo;[-75.5963338163, 6.27846475669];831913.09;1186275.75
2019;Choque;CR 63 CL 67;CR  063   067  000 00000;Tramo de via;A000922580;2/01/2019 13:50;2019-01-02T18:50:00.000Z;Con heridos;1;1655506;5;Caribe;Castilla;[-75.5742390745, 6.26534417189];834354.7;1184817.25
2019;Volcamiento;CR 28 CL 58;CR  028   058  000 00000;Tramo de via;A000922641;2/01/2019 15:00;2019-01-02T20:00:00.000Z;Con heridos;1;1655365;8;Enciso;Villa Hermosa;[-75.5484456279, 6.24984754047];837205.12;1183094.89
2019;Otro;CR 78 CL 101 BB;CR  078   101 BB 000 00000;Tramo de via;A000922640;2/01/2019 18:00;2019-01-02T23:00:00.000Z;Con heridos;1;1655367;6;Doce de Octubre No.2;Doce de Octubre;[-75.5784319303, 6.30194981506];833902.18;1188868.07
2019;Atropello;CR 74 CL 109;CR  074   109  000 00000;Tramo de via;A000922654;2/01/2019 18:00;2019-01-02T23:00:00.000Z;Con heridos;1;1655368;5;Tejelo;Castilla;[-75.5704686551, 6.30724925703];834785.3;1189451.79
2019;Choque;CR 46 CL 33;CR  046   033  000 00000;Tramo de via;A000922756;4/01/2019 7:30;2019-01-04T12:30:00.000Z;Con heridos;1;1655825;10;Perpetuo Socorro;La Candelaria;[-75.5718907283, 6.23465312376];834605.01;1181421.33
2019;Caida Ocupante;CR 63 CL 50;CR  063   050  000 00000;Paso Elevado;A000922761;4/01/2019 10:45;2019-01-04T15:45:00.000Z;Con heridos;1;1655632;11;Carlos E. Restrepo;Laureles Estadio;[-75.5776455195, 6.25436112717];833974.15;1183603.33
2019;Choque;CL 50 CR 37;CL  050   037  000 00000;Interseccion;A000922760;4/01/2019 11:25;2019-01-04T16:25:00.000Z;Con heridos;1;1655796;10;Boston;La Candelaria;[-75.5579032916, 6.2445366891];836156.52;1182510.32
2019;Otro;CL 84 CR 93;CL  084   093  000 00000;Lote o Predio;A000922769;4/01/2019 12:00;2019-01-04T17:00:00.000Z;Con heridos;1;1655622;7;Aures No. 2;Robledo;[-75.5919449972, 6.29215170886];832403.29;1187788.47
2019;Otro;CL 52 CR 53;CL  052   053  000 00000;Lote o Predio;A000922784;4/01/2019 13:00;2019-01-04T18:00:00.000Z;Con heridos;1;1655615;10;San Benito;La Candelaria;[-75.5697647415, 6.25213234446];834845.84;1183354.29
2019;Choque;CR 56 C CL 50;CR  056 C   050  000 00000;Tramo de via;A000922772;4/01/2019 14:00;2019-01-04T19:00:00.000Z;Con heridos;1;1655667;10;San Benito;La Candelaria;[-75.5746569712, 6.25284367875];834304.5;1183434.52
2019;Choque;CR 49 CL 14;CR  049   014  000 00000;Tramo de via;A000922766;4/01/2019 14:50;2019-01-04T19:50:00.000Z;Con heridos;1;1655676;14;Villa Carlota;El Poblado;[-75.5774146688, 6.21508707917];833987.35;1179258.58
2019;Choque;CR 30 CL 25;CR  030   025  000 00000;Lote o Predio;A000922773;4/01/2019 16:15;2019-01-04T21:15:00.000Z;Con heridos;1;1655620;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CL 67 CR 55;CL  067   055  000 00000;Tramo de via;A000922789;4/01/2019 21:30;2019-01-05T02:30:00.000Z;Con heridos;1;1655657;4;Universidad de Antioquia;Aranjuez;[-75.5675883165, 6.26447785802];835090.64;1184719.32
2019;Choque;CR 48 CL 31;CR  048   031  000 00000;Interseccion;A000922876;5/01/2019 0:40;2019-01-05T05:40:00.000Z;Con heridos;1;1655649;10;Perpetuo Socorro;La Candelaria;[-75.5739930056, 6.23286030305];834371.72;1181223.66
2019;Choque;CR 999 CL 999;CR  999   999  000 00000;Tramo de via;A000922883;5/01/2019 5:15;2019-01-05T10:15:00.000Z;Con heridos;1;1655650;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CL 55 CR 58 C;CL  055   058 C  000 00000;Tramo de via;A000922885;5/01/2019 7:30;2019-01-05T12:30:00.000Z;Con heridos;1;1655690;10;San Benito;La Candelaria;[-75.5740968064, 6.2570052008];834367.82;1183894.71
2019;Otro;CR 83 CL 98;CR  083   098  000 00000;Lote o Predio;A000922894;5/01/2019 8:10;2019-01-05T13:10:00.000Z;Con heridos;1;1655683;6;Doce de Octubre No.2;Doce de Octubre;[-75.582510952, 6.29775320698];833449.34;1188405.12
2019;Volcamiento;CL 92 CR 51;CL  092   051  000 00000;Lote o Predio;A000922882;5/01/2019 8:30;2019-01-05T13:30:00.000Z;Con heridos;1;1655654;4;San Isidro;Aranjuez;[-75.5612902689, 6.28358198478];835793.79;1186830.72
2019;Otro;CR 999 CL 999;CR  999   999  000 00000;Tramo de via;A000922884;5/01/2019 8:40;2019-01-05T13:40:00.000Z;Con heridos;1;1655653;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 36 CL 56;CR  036   056  000 00000;Tramo de via;A000922887;5/01/2019 10:40;2019-01-05T15:40:00.000Z;Con heridos;1;1655704;8;Sucre;Villa Hermosa;[-75.5546906452, 6.2476660284];836513.13;1182855.5
2019;Caida Ocupante;CL 104 CR 70;CL  104   070  000 00000;Lote o Predio;A000922888;5/01/2019 13:00;2019-01-05T18:00:00.000Z;Con heridos;1;1655688;6;Pedregal;Doce de Octubre;[-75.5703424625, 6.30036922911];834797.09;1188690.65
2019;Caida Ocupante;CR 50 CL 12 Sur;CR  050  S 012  000 00000;Tramo de via;A000922985;7/01/2019 18:40;2019-01-07T23:40:00.000Z;Con heridos;1;1655914;15;Guayabal;Guayabal;[-75.5833231309, 6.19580263611];833327.18;1177127.1
2019;Atropello;CL 59 CR 50 C;CL  059   050 C  000 00000;Tramo de via;A000922977;7/01/2019 19:50;2019-01-08T00:50:00.000Z;Con heridos;1;1655934;10;Prado;La Candelaria;[-75.5651026597, 6.25780065594];835363.7;1183979.88
2019;Choque;CL 47 CR 31;CL  047   031  000 00000;Tramo de via;A000922980;7/01/2019 20:10;2019-01-08T01:10:00.000Z;Con heridos;1;1655930;9;Buenos Aires;Buenos Aires;[-75.5545637129, 6.23957100113];836524.67;1181959.96
2019;Choque;CR 43 A CL 23 A;CR  043 A   023 A  000 00000;Tramo de via;A000922990;8/01/2019 6:10;2019-01-08T11:10:00.000Z;Con heridos;1;1656007;14;Castropol;El Poblado;[-75.5691663863, 6.22297126461];834902.95;1180128.18
2019;Choque;CR 80 CL 76;CR  080   076  000 00000;Lote o Predio;A000922997;8/01/2019 6:50;2019-01-08T11:50:00.000Z;Con heridos;1;1655923;7;Villa Flora;Robledo;[-75.5881425234, 6.27853049328];832819.84;1186280.4
2019;Choque;CR 80 CL 48 A;CR  080   048 A  000 00000;Lote o Predio;A000923101;8/01/2019 7:30;2019-01-08T12:30:00.000Z;Con heridos;1;1655912;11;El Estadio;Laureles Estadio;[-75.5977557529, 6.25875211291];831749.37;1184095.48
2019;Atropello;CR 65 CL 80;CR  065   080  000 00000;Tramo de via;A000923081;8/01/2019 8:00;2019-01-08T13:00:00.000Z;Con heridos;1;1655943;5;Terminal de Transporte;Castilla;[-75.573496302, 6.27627044541];834440.37;1186025.73
2019;Atropello;CL 41 CR 44 A;CL  041   044 A  000 00000;Lote o Predio;A000922994;8/01/2019 9:10;2019-01-08T14:10:00.000Z;Con heridos;1;1655928;10;Las Palmas;La Candelaria;[-75.568274124, 6.24051398413];835007.21;1182068.55
2019;Caida Ocupante;CR 63 CL 98;CR  063   098  000 00000;Tramo de via;A000923078;8/01/2019 10:30;2019-01-08T15:30:00.000Z;Con heridos;1;1655940;7;Santa Margarita;Robledo;[-75.611370387, 6.27778788149];830248.4;1186205.72
2019;Atropello;CR 65 CL 72;CR  065   072  000 00000;Tramo de via;A000923084;8/01/2019 12:55;2019-01-08T17:55:00.000Z;Con heridos;1;1655996;5;Caribe;Castilla;[-75.57568129, 6.27106662515];834196.86;1185450.75
2019;Choque;CL 29 C CR 35;CL  029 C   035  000 00000;Tramo de via;A000923087;8/01/2019 14:40;2019-01-08T19:40:00.000Z;Con heridos;1;1656000;9;Asomadera No. 1;Buenos Aires;[-75.5650730452, 6.22819696104];835357.73;1180704.99
2019;Atropello;CL 2 CR 65;CL  002   065  000 00000;Tramo de via;A000923091;8/01/2019 14:40;2019-01-08T19:40:00.000Z;Con heridos;1;1655997;15;Campo Amor;Guayabal;[-75.5878296411, 6.21033951265];832832.84;1178736.66
2019;Atropello;CR 64 CL 62;CR  064   062  000 00000;Tramo de via;A000923106;8/01/2019 18:45;2019-01-08T23:45:00.000Z;Con heridos;1;1656014;7;Universidad Nacional;Robledo;[-75.5750893707, 6.2632353425];834259.91;1184584.23
2019;Choque;CR 49 CL 17;CR  049   017  000 00000;Tramo de via;A000923110;8/01/2019 18:48;2019-01-08T23:48:00.000Z;Con heridos;1;1656034;14;Villa Carlota;El Poblado;[-75.5769176174, 6.21879589432];834043.54;1179668.71
2019;Otro;CL 9 A CR 53;CL  009 A   053  000 00000;Tramo de via;A000922913;5/01/2019 13:45;2019-01-05T18:45:00.000Z;Con heridos;1;1655694;15;Campo Amor;Guayabal;[-75.5824084288, 6.21370131589];833434.07;1179106.85
2019;Atropello;CR 51 CL 56;CR  051   056  000 00000;Tramo de via;A000922904;5/01/2019 15:30;2019-01-05T20:30:00.000Z;Con heridos;1;1655764;10;Villa Nueva;La Candelaria;[-75.5667633903, 6.25521125224];835179.05;1183693.95
2019;Otro;CR 99 AA CL 49;CR  099 AA  049  000 00000;Tramo de via;A000922906;5/01/2019 16:30;2019-01-05T21:30:00.000Z;Con heridos;1;1655698;13;Juan XXIII La Quiebra;San Javier;[-75.6128759197, 6.26332392];830077.06;1184606.11
2019;Choque;CR 80 CL 15;CR  080   015  000 00000;Tramo de via;A000922908;5/01/2019 16:50;2019-01-05T21:50:00.000Z;Con heridos;1;1655750;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CR 73 CL 45 D;CR  073   045 D  000 00000;Tramo de via;A000922919;5/01/2019 17:00;2019-01-05T22:00:00.000Z;Con heridos;1;1655691;11;Florida Nueva;Laureles Estadio;[-75.592105582, 6.25095224643];832372.35;1183230.81
2019;Choque;CL 44 CR 64;CL  044   064  000 00000;Puente;A000922914;5/01/2019 17:30;2019-01-05T22:30:00.000Z;Con heridos;1;1655739;11;Naranjal;Laureles Estadio;[-75.582587024, 6.24847906161];833425.27;1182954.19
2019;Otro;CR 43 CL 11;CR  043   011  000 00000;Ciclo Ruta;A000922909;5/01/2019 18:00;2019-01-05T23:00:00.000Z;Con heridos;1;1655696;14;El Poblado;El Poblado;[-75.5698851168, 6.21043327747];834819.47;1178741.4
2019;Otro;CL 50 CR 74;CL  050   074  000 00000;Tramo de via;A000922926;5/01/2019 18:00;2019-01-05T23:00:00.000Z;Con heridos;1;1655761;11;Cuarta Brigada;Laureles Estadio;[-75.5902564671, 6.26038551756];832580.05;1184273.78
2019;Choque;CR 999 CL 2;CR  999   002  000 00000;Tramo de via;A000922921;5/01/2019 20:20;2019-01-06T01:20:00.000Z;Con heridos;1;1655865;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Otro;CR 41 CL 87;CR  041   087  000 00000;Tramo de via;A000922916;5/01/2019 21:00;2019-01-06T02:00:00.000Z;Con heridos;1;1655897;3;Las Granjas;Manrique;[-75.5490626555, 6.2780470933];837145.56;1186214.61
2019;Choque;CR 65 CL 25;CR  065   025  000 00000;Tramo de via;A000922928;6/01/2019 2:45;2019-01-06T07:45:00.000Z;Con heridos;1;1655745;15;Trinidad;Guayabal;[-75.5834931629, 6.22657923656];833318.04;1180531.81
2019;Choque;CR 51 CL 80;CR  051   080  000 00000;Tramo de via;A000922930;6/01/2019 7:50;2019-01-06T12:50:00.000Z;Con heridos;1;1655702;4;Miranda;Aranjuez;[-75.5626154281, 6.27428594267];835644.19;1185802.77
2019;Choque;CR 999 CL 999;CR  999   999  000 00000;Tramo de via;A000922933;6/01/2019 7:50;2019-01-06T12:50:00.000Z;Con heridos;1;1655735;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CR 999 CL 999;CR  999   999  000 00000;Lote o Predio;A000922935;6/01/2019 9:30;2019-01-06T14:30:00.000Z;Con heridos;1;1655760;Sin Inf;;;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CL 40 CR 32;CL  040   032  000 00000;Lote o Predio;A000922940;6/01/2019 11:00;2019-01-06T16:00:00.000Z;Con heridos;1;1655768;9;Gerona;Buenos Aires;[-75.5576396793, 6.23551874638];836182.9;1181512.64
