ANO;CLASE_ACCIDENTE;DIRECCION;DIRECCION ENCASILLADA;DISENO;EXPEDIENTE;FECHA_ACCIDENTE;FECHA_ACCIDENTES;GRAVEDAD_ACCIDENTE;MES;NRO_RADICADO;NUMCOMUNA;BARRIO;COMUNA;LOCATION;X;Y
2019;Atropello;CR 52 CL 5;CR  052   005  000 00000;Tramo de via;A001075590;4/12/2019 20:00;2019-12-05T01:00:00.000Z;Con muertos;12;1698891;15;Campo Amor;Guayabal;[-75.5839040542, 6.21121361971];833267.71;1178832.12
2019;Choque;TV 73 CL 65;TV  073   065  000 00000;Tramo de via;A001075546;4/12/2019 20:15;2019-12-05T01:15:00.000Z;Con heridos;12;1698400;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 76 CL 107;CR  076   107  000 00000;Interseccion;A001075548;4/12/2019 20:42;2019-12-05T01:42:00.000Z;Con heridos;12;1698401;5;Tejelo;Castilla;[-75.5722491205, 6.30571836307];834587.74;1189283
2019;Atropello;CR 46 CL 54;CR  046   054  000 00000;Interseccion;A001075584;4/12/2019 23:55;2019-12-05T04:55:00.000Z;Con heridos;12;1698758;10;Villa Nueva;La Candelaria;[-75.5635605519, 6.25131737138];835532.38;1183262.19
2019;Caida Ocupante;CR 50 CL 11 Sur;CR  050  S 011  000 00000;Lote o Predio;A001075598;5/12/2019 5:00;2019-12-05T10:00:00.000Z;Con heridos;12;1698473;15;Guayabal;Guayabal;[-75.5815955082, 6.19664134886];833518.71;1177219.34
2019;Choque;CL 44 CR 52;CL  044   052  000 00000;Tramo de via;A001075593;5/12/2019 5:50;2019-12-05T10:50:00.000Z;Con heridos;12;1698405;10;Guayaquil;La Candelaria;[-75.5715335548, 6.24498477233];834647.79;1182564.15
2019;Atropello;CR 51 CL 69;CR  051   069  000 00000;Lote o Predio;A001075600;5/12/2019 6:45;2019-12-05T11:45:00.000Z;Con heridos;12;1698493;4;San Pedro;Aranjuez;[-75.5621182979, 6.26640081838];835696.75;1184930.33
2019;Choque;CR 64 AA CL 113 A;CR  064 AA  113 A  000 00000;Tramo de via;A001075604;5/12/2019 6:50;2019-12-05T11:50:00.000Z;Con heridos;12;1698464;5;Toscana;Castilla;[-75.5604515687, 6.30823633008];835894.37;1189557.82
2019;Choque;CL 42 CR 80 B;CL  042   080 B  000 00000;Tramo de via;A001075608;5/12/2019 8:30;2019-12-05T13:30:00.000Z;Con heridos;12;1698462;11;Lorena;Laureles Estadio;[-75.6010782652, 6.24910567929];831378.48;1183029.4
2019;Choque;CL 94 CR 50 A;CL  094   050 A  000 00000;Interseccion;A001075610;5/12/2019 9:15;2019-12-05T14:15:00.000Z;Con heridos;12;1698692;4;San Isidro;Aranjuez;[-75.5586218842, 6.28592077982];836089.89;1187088.61
2019;Choque;CR 39 B CL 71;CR  039 B   071  000 00000;Tramo de via;A001075837;5/12/2019 12:10;2019-12-05T17:10:00.000Z;Con heridos;12;1698659;3;Manrique Oriental;Manrique;[-75.5499576596, 6.26587916066];837042.71;1184868.83
2019;Caida Ocupante;CR 49 CL 12;CR  049   012  000 00000;Lote o Predio;A001075633;5/12/2019 12:30;2019-12-05T17:30:00.000Z;Con heridos;12;1698465;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 60 CL 58;CR  060   058  000 00000;Tramo de via;A001075627;5/12/2019 13:00;2019-12-05T18:00:00.000Z;Con heridos;12;1698461;4;Moravia;Aranjuez;[-75.5682354892, 6.27757756903];835023.12;1186168.67
2019;Volcamiento;CL 39 CR 35;CL  039   035  000 00000;Tramo de via;A001075725;5/12/2019 15:30;2019-12-05T20:30:00.000Z;Con heridos;12;1698530;9;El Salvador;Buenos Aires;[-75.5609591387, 6.23590336092];835815.55;1181556.22
2019;Choque;CL 52 CR 14;CL  052   014  000 00000;Tramo de via;A001075724;5/12/2019 17:50;2019-12-05T22:50:00.000Z;Con heridos;12;1698442;8;Villatina;Villa Hermosa;[-75.5401375197, 6.23490174431];838120.22;1181438.98
2019;Atropello;CR 50 CL 104 B;CR  050   104 B  000 00000;Tramo de via;A001075686;5/12/2019 18:30;2019-12-05T23:30:00.000Z;Con heridos;12;1698496;2;Villa del Socorro;Santa Cruz;[-75.5561925687, 6.29546628991];836361.78;1188143.81
2019;Choque;CR 69 CL 95;CR  069   095  000 00000;Interseccion;A001075726;5/12/2019 19:00;2019-12-06T00:00:00.000Z;Con heridos;12;1698594;5;Castilla;Castilla;[-75.5733226209, 6.29004427723];834463.95;1187549.4
2019;Caida Ocupante;CR 66 CL 96;CR  066   096  000 00000;Lote o Predio;A001075727;5/12/2019 19:00;2019-12-06T00:00:00.000Z;Con heridos;12;1698825;5;Castilla;Castilla;[-75.5708578129, 6.29060897951];834736.96;1187611.09
2019;Choque;CR 62 CL 42;CR  062   042  000 00000;Tramo de via;A001075700;5/12/2019 20:00;2019-12-06T01:00:00.000Z;Con heridos;12;1698446;10;La Alpujarra;La Candelaria;[-75.5786086469, 6.24411555099];833864.3;1182470.22
2019;Caida Ocupante;CR 5 CL 1;CR  005   001  000 00000;Lote o Predio;A001075713;5/12/2019 20:30;2019-12-06T01:30:00.000Z;Con heridos;12;1698537;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CL 18 CR 106 B;CL  018   106 B  000 00000;Tramo de via;A001075708;5/12/2019 21:30;2019-12-06T02:30:00.000Z;Con heridos;12;1698739;70;7001;Corregimiento de Altavista;[-75.6278888537, 6.22326213607];828402.1;1180179.07
2019;Atropello;CL 1 A CR 43 A;CL  001 A   043 A  000 00000;Tramo de via;A001075707;5/12/2019 22:20;2019-12-06T03:20:00.000Z;Con heridos;12;1698522;14;La Florida;El Poblado;[-75.5704116603, 6.2030298838];834758.87;1177922.57
2019;Choque;CR 49 CL 19;CR  049   019  000 00000;Tramo de via;A001075710;5/12/2019 22:20;2019-12-06T03:20:00.000Z;Con heridos;12;1698539;14;Villa Carlota;El Poblado;[-75.5767542122, 6.2200393914];834062.02;1179806.22
2019;Choque;CR 77 B CL 54;CR  077 B   054  000 00000;Interseccion;A001075709;5/12/2019 22:25;2019-12-06T03:25:00.000Z;Con heridos;12;1698526;11;Los Colores;Laureles Estadio;[-75.5912014207, 6.26610625156];832477.27;1184906.94
2019;Choque;CR 67 CL 93;CR  067   093  000 00000;Interseccion;A001075817;6/12/2019 4:30;2019-12-06T09:30:00.000Z;Con heridos;12;1698579;5;Castilla;Castilla;[-75.5727884757, 6.2871199653];834522.15;1187225.73
2019;Otro;CR 63 CL 51;CR  063   051  000 00000;Tramo de via;A001075730;6/12/2019 5:30;2019-12-06T10:30:00.000Z;Con heridos;12;1698583;11;Carlos E. Restrepo;Laureles Estadio;[-75.5776455197, 6.25436121756];833974.15;1183603.34
2019;Choque;CR 63 CL 77;CR  063   077  000 00000;Tramo de via;A001075822;6/12/2019 5:55;2019-12-06T10:55:00.000Z;Con heridos;12;1698577;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CL 65 CR 96;CL  065   096  000 00000;Lote o Predio;A001075845;6/12/2019 6:10;2019-12-06T11:10:00.000Z;Con heridos;12;1698828;7;Pajarito;Robledo;[-75.6050719434, 6.28427113135];830947.7;1186920.9
2019;Otro;CL 39 CR 53;CL  039   053  000 00000;Lote o Predio;A001075838;6/12/2019 6:20;2019-12-06T11:20:00.000Z;Con heridos;12;1698831;10;Calle Nueva;La Candelaria;[-75.5743818768, 6.24037272542];834331.03;1182054.84
2019;Choque;CR 65 CL 10;CR  065   010  000 00000;Glorieta;A001075824;6/12/2019 7:20;2019-12-06T12:20:00.000Z;Con heridos;12;1699489;15;Campo Amor;Guayabal;[-75.5854692081, 6.21681305019];833096.2;1179452.05
2019;Choque;CL 67 CR 64 C;CL  067   064 C  000 00000;Paso Inferior;A001075844;6/12/2019 9:00;2019-12-06T14:00:00.000Z;Con heridos;12;1698584;7;Universidad Nacional;Robledo;[-75.5750825522, 6.26559677094];834261.41;1184845.46
2019;Choque;CR 55 CL 40 A;CR  055   040 A  000 00000;Tramo de via;A001075842;6/12/2019 9:30;2019-12-06T14:30:00.000Z;Con heridos;12;1698572;10;Calle Nueva;La Candelaria;[-75.5753808652, 6.24183366478];834220.9;1182216.77
2019;Choque;CL 30 CR 48;CL  030   048  000 00000;Puente;A001075828;6/12/2019 10:10;2019-12-06T15:10:00.000Z;Con heridos;12;1698574;10;Perpetuo Socorro;La Candelaria;[-75.5744419453, 6.2318691934];834321.71;1181114.16
2019;Volcamiento;CL 73 CR 74;CL  073   074  000 00000;Lote o Predio;A001075858;6/12/2019 12:00;2019-12-06T17:00:00.000Z;Con heridos;12;1698743;7;La Pilarica;Robledo;[-75.5843194726, 6.27372560849];833241.5;1185747.64
2019;Otro;CL 44 CR 70;CL  044   070  000 00000;Lote o Predio;A001075862;6/12/2019 12:40;2019-12-06T17:40:00.000Z;Con heridos;12;1698846;11;Florida Nueva;Laureles Estadio;[-75.5888256546, 6.2491651699];832734.87;1183032.07
2019;Choque;CR 63 CL 32;CR  063   032  000 00000;Lote o Predio;A001075849;6/12/2019 14:00;2019-12-06T19:00:00.000Z;Con heridos;12;1698728;11;Los Conquistadores;Laureles Estadio;[-75.5785464685, 6.23998084768];833869.88;1182012.8
2019;Choque;CL 76 CR 85;CL  076   085  000 00000;Interseccion;A001075856;6/12/2019 14:40;2019-12-06T19:40:00.000Z;Con heridos;12;1698590;7;Villa Flora;Robledo;[-75.5933719495, 6.2783023148];832240.9;1186256.83
2019;Choque;CR 65 CL 2;CR  065   002  000 00000;Interseccion;A001075859;6/12/2019 16:00;2019-12-06T21:00:00.000Z;Con heridos;12;1698589;15;Campo Amor;Guayabal;[-75.5878076695, 6.21030007256];832835.26;1178732.29
2019;Otro;CL 43 CR 120;CL  043   120  000 00000;Tramo de via;A001075864;6/12/2019 16:00;2019-12-06T21:00:00.000Z;Con heridos;12;1698745;13;Eduardo Santos;San Javier;[-75.6274514958, 6.25765560041];828461.71;1183983.78
2019;Choque;CR 65 CL 10;CR  065   010  000 00000;Glorieta;A001075869;6/12/2019 16:00;2019-12-06T21:00:00.000Z;Con heridos;12;1698587;15;Campo Amor;Guayabal;[-75.5854692081, 6.21681305019];833096.2;1179452.05
2019;Choque;CR 44 CL 69;CR  044   069  000 00000;Tramo de via;A001075914;6/12/2019 17:30;2019-12-06T22:30:00.000Z;Con heridos;12;1698668;3;Manrique Central No. 2;Manrique;[-75.5542765311, 6.26423129173];836564.12;1184687.88
2019;Otro;CR 51 CL 38;CR  051   038  000 00000;Tramo de via;A001075882;6/12/2019 19:00;2019-12-07T00:00:00.000Z;Con heridos;12;1698717;10;Calle Nueva;La Candelaria;[-75.5728229506, 6.23904978014];834503.19;1181908
2019;Choque;CR 34 CL 7;CR  034   007  000 00000;Interseccion;A001075881;6/12/2019 19:30;2019-12-07T00:30:00.000Z;Con heridos;12;1698595;14;La Florida;El Poblado;[-75.5646039839, 6.2059897067];835402.75;1178248.19
2019;Caida Ocupante;CR 120 CL 42;CR  120   042  000 00000;Lote o Predio;A001075890;6/12/2019 20:30;2019-12-07T01:30:00.000Z;Con heridos;12;1698610;13;El Salado;San Javier;[-75.6287697962, 6.25712417107];828315.6;1183925.42
2019;Choque;CL 6 Sur CR 52;CL S 006   052  000 00000;Tramo de via;A001075884;6/12/2019 21:50;2019-12-07T02:50:00.000Z;Con heridos;12;1698602;15;Cristo Rey;Guayabal;[-75.5872448023, 6.20375243679];832895.51;1178007.78
2019;Choque;CR 38 CL 49;CR  038   049  000 00000;Interseccion;A001075893;6/12/2019 22:16;2019-12-07T03:16:00.000Z;Con heridos;12;1698660;10;Boston;La Candelaria;[-75.5592364288, 6.24414450361];836008.82;1182467.35
2019;Choque;CR 31 A CL 71;CR  031 A   071  000 00000;Tramo de via;A001075896;6/12/2019 23:00;2019-12-07T04:00:00.000Z;Con heridos;12;1698661;3;Versalles No. 1;Manrique;[-75.5446289224, 6.265417068];837632.43;1184816.06
2019;Choque;CL 68 CR 50;CL  068   050  000 00000;Interseccion;A001075898;6/12/2019 23:10;2019-12-07T04:10:00.000Z;Con heridos;12;1698601;4;San Pedro;Aranjuez;[-75.5604024734, 6.26459738363];835886.12;1184730.29
2019;Caida Ocupante;CR 23 CL 52;CR  023   052  000 00000;Tramo de via;A001075894;6/12/2019 23:30;2019-12-07T04:30:00.000Z;Con heridos;12;1698613;8;La Libertad;Villa Hermosa;[-75.545849378, 6.24051163232];837489.64;1182061.32
2019;Caida Ocupante;CR 50 CL 12 Sur;CR  050  S 012  000 00000;Lote o Predio;A001075899;7/12/2019 1:30;2019-12-07T06:30:00.000Z;Con heridos;12;1698606;15;Guayabal;Guayabal;[-75.5833231307, 6.19580254571];833327.18;1177127.09
2019;Atropello;CR 40 CL 66;CR  040   066  000 00000;Lote o Predio;A001075905;7/12/2019 2:00;2019-12-07T07:00:00.000Z;Con heridos;12;1698620;8;Villa Hermosa;Villa Hermosa;[-75.552468238, 6.25882487057];836762.61;1184089.24
2019;Otro;CR 26 C CL 98;CR  026 C   098  000 00000;Lote o Predio;A001075925;7/12/2019 5:00;2019-12-07T10:00:00.000Z;Con heridos;12;1698724;1;Carpinelo;Popular;[-75.5409196142, 6.28807154413];838050.03;1187321.02
2019;Choque;CR 45 A CL 103;CR  045 A   103  000 00000;Interseccion;A001075908;7/12/2019 6:30;2019-12-07T11:30:00.000Z;Con heridos;12;1698603;2;Villa del Socorro;Santa Cruz;[-75.5523124317, 6.29284789923];836790.45;1187852.94
2019;Atropello;CL 62 CR 85 D;CL  062   085 D  000 00000;Tramo de via;A001075910;7/12/2019 8:50;2019-12-07T13:50:00.000Z;Con heridos;12;1698648;7;Robledo;Robledo;[-75.5988815457, 6.27482149987];831629.9;1185873.53
2019;Atropello;CL 96 CR 81;CL  096   081  000 00000;Lote o Predio;A001075930;7/12/2019 12:00;2019-12-07T17:00:00.000Z;Con heridos;12;1698719;6;Picacho;Doce de Octubre;[-75.5827729964, 6.29419485117];833419.2;1188011.56
2019;Otro;CL 29 CR 44;CL  029   044  000 00000;Lote o Predio;A001075933;7/12/2019 12:00;2019-12-07T17:00:00.000Z;Con heridos;12;1698716;10;Perpetuo Socorro;La Candelaria;[-75.571380537, 6.22897110008];834659.71;1180792.6
2019;Caida Ocupante;CR 79 CL 6;CR  079   006  000 00000;Tramo de via;A001076022;7/12/2019 14:45;2019-12-07T19:45:00.000Z;Con heridos;12;1698729;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CL 44 CR 52;CL  044   052  000 00000;Tramo de via;A001076054;7/12/2019 16:30;2019-12-07T21:30:00.000Z;Con heridos;12;1698809;10;Guayaquil;La Candelaria;[-75.5715335548, 6.24498477233];834647.79;1182564.15
2019;Choque;CR 80 CL 77 BB;CR  080   077 BB 000 00000;Tramo de via;A001076019;7/12/2019 16:55;2019-12-07T21:55:00.000Z;Con heridos;12;1698663;7;Bello Horizonte;Robledo;[-75.5871456639, 6.28058018858];832930.84;1186506.83
2019;Atropello;CR 108 CL 62 AA;CR  108   062 AA 000 00000;Tramo de via;A001075937;7/12/2019 17:00;2019-12-07T22:00:00.000Z;Con heridos;12;1698687;7;Santa Margarita;Robledo;[-75.6177701219, 6.27474975173];829538.99;1185871.7
2019;Otro;CR 31 CL 103;CR  031   103  000 00000;Lote o Predio;A001076020;7/12/2019 17:15;2019-12-07T22:15:00.000Z;Con heridos;12;1698713;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Volcamiento;CL 57 CR 32;CL  057   032  000 00000;Tramo de via;A001076034;7/12/2019 18:00;2019-12-07T23:00:00.000Z;Con heridos;12;1698781;8;Enciso;Villa Hermosa;[-75.5516517702, 6.24663354431];836849.21;1182740.34
2019;Volcamiento;CL 92 EE CR 69 A;CL  092 EE  069 A  000 00000;Tramo de via;A001076058;7/12/2019 19:15;2019-12-08T00:15:00.000Z;Con heridos;12;1698742;5;Francisco Antonio Zea;Castilla;[-75.5747888676, 6.28720327943];834300.75;1187235.58
2019;Choque;CR 68 A CL 110;CR  068 A   110  000 00000;Interseccion;A001076027;7/12/2019 20:00;2019-12-08T01:00:00.000Z;Con heridos;12;1698649;5;Tejelo;Castilla;[-75.567710666, 6.30651057104];835090.34;1189369.2
2019;Choque;CR 37 CL 107 CC;CR  037   107 CC 000 00000;Tramo de via;A001076038;7/12/2019 20:30;2019-12-08T01:30:00.000Z;Con heridos;12;1698658;1;Santo Domingo Savio No. 1;Popular;[-75.5460680701, 6.29570187605];837482.52;1188166.71
2019;Choque;CR 70 CL 1;CR  070   001  000 00000;Tramo de via;A001076035;7/12/2019 22:12;2019-12-08T03:12:00.000Z;Con heridos;12;1698673;11;Bolivariana;Laureles Estadio;[-75.5894422936, 6.24445064091];832665.11;1182510.72
2019;Choque;CR 28 CL 107;CR  028   107  000 00000;Lote o Predio;A001076048;7/12/2019 22:40;2019-12-08T03:40:00.000Z;Con heridos;12;1698779;1;La Avanzada;Popular;[-75.5414126156, 6.2948183029];837997.55;1188067.52
2019;Volcamiento;CL 49 CR 30;CL  049   030  000 00000;Tramo de via;A001076042;8/12/2019 0:30;2019-12-08T05:30:00.000Z;Con heridos;12;1698772;9;Barrio Caicedo;Buenos Aires;[-75.5528888161, 6.24088843726];836710.49;1182105.18
2019;Caida Ocupante;CL 93 A CR 37;CL  093 A   037  000 00000;Tramo de via;A001076053;8/12/2019 2:00;2019-12-08T07:00:00.000Z;Con heridos;12;1698810;3;La Salle;Manrique;[-75.547289839, 6.28452954978];837343.81;1186931.17
2019;Otro;CL 78 CR 59;CL  078   059  000 00000;Tramo de via;A001076062;8/12/2019 4:30;2019-12-08T09:30:00.000Z;Con heridos;12;1698801;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CL 76 CR 87;CL  076   087  000 00000;Tramo de via;A001076064;8/12/2019 7:00;2019-12-08T12:00:00.000Z;Con heridos;12;1698697;7;Villa Flora;Robledo;[-75.5936572924, 6.27913248947];832209.58;1186348.76
2019;Choque;CL 39 CR 36;CL  039   036  000 00000;Lote o Predio;A001076067;8/12/2019 7:00;2019-12-08T12:00:00.000Z;Con heridos;12;1698675;9;El Salvador;Buenos Aires;[-75.5618592854, 6.23673111724];835716.16;1181648.07
2019;Caida Ocupante;CR 60 CL 77;CR  060   077  000 00000;Lote o Predio;A001076071;8/12/2019 9:25;2019-12-08T14:25:00.000Z;Con heridos;12;1698689;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CL 97 CR 70;CL  097   070  000 00000;Lote o Predio;A001076073;8/12/2019 9:30;2019-12-08T14:30:00.000Z;Con heridos;12;1698767;5;Castilla;Castilla;[-75.5731936902, 6.29275660982];834479.08;1187849.41
2019;Caida Ocupante;CR 78 CL 91;CR  078   091  000 00000;Lote o Predio;A001076082;8/12/2019 10:30;2019-12-08T15:30:00.000Z;Con heridos;12;1698774;6;Kennedy;Doce de Octubre;[-75.5833726483, 6.28749735719];833350.69;1187270.84
2019;Otro;CL 1 A Sur CR 54;CL S 001 A   054  000 00000;Lote o Predio;A001076095;8/12/2019 11:40;2019-12-08T16:40:00.000Z;Con heridos;12;1698707;15;Cristo Rey;Guayabal;[-75.5865551789, 6.20769492268];832973.1;1178443.7
2019;Choque;CR 63 CL 63;CR  063   063  000 00000;Tramo de via;A001076078;8/12/2019 12:25;2019-12-08T17:25:00.000Z;Con heridos;12;1698898;7;Universidad Nacional;Robledo;[-75.5733625809, 6.26301418797];834450.99;1184559.22
2019;Choque;CL 58 CR 62;CL  058   062  000 00000;Tramo de via;A001076081;8/12/2019 13:20;2019-12-08T18:20:00.000Z;Con heridos;12;1698700;10;El Chagualo;La Candelaria;[-75.5733532541, 6.26030866648];834451.17;1184259.92
2019;Atropello;CR 31 CL 102;CR  031   102  000 00000;Tramo de via;A001076085;8/12/2019 13:30;2019-12-08T18:30:00.000Z;Con heridos;12;1698725;1;La Esperanza No. 2;Popular;[-75.5434285138, 6.28984334534];837772.87;1187517.8
2019;Otro;CR 94 CL 49;CR  094   049  000 00000;Lote o Predio;A001076094;8/12/2019 14:30;2019-12-08T19:30:00.000Z;Con heridos;12;1698688;13;La Pradera;San Javier;[-75.6087846143, 6.26043792148];830529.03;1184285.52
2019;Choque;CR 17 A CL 56 EE;CR  017 A   056 EE 000 00000;Tramo de via;A001076099;8/12/2019 14:30;2019-12-08T19:30:00.000Z;Con heridos;12;1698720;8;Villatina;Villa Hermosa;[-75.5395038837, 6.24137513468];838192.35;1182154.89
2019;Volcamiento;CL 71 CR 36;CL  071   036  000 00000;Tramo de via;A001076110;8/12/2019 17:00;2019-12-08T22:00:00.000Z;Con heridos;12;1698853;3;Manrique Oriental;Manrique;[-75.5479348995, 6.26568894524];837266.56;1184847.16
2019;Otro;CR 30 CL 107;CR  030   107  000 00000;Lote o Predio;A001076144;8/12/2019 17:00;2019-12-08T22:00:00.000Z;Con heridos;12;1699031;1;Santo Domingo Savio No. 1;Popular;[-75.5418352052, 6.29773874932];837951.68;1188390.72
2019;Choque;CL 44 CR 67;CL  044   067  000 00000;Tramo de via;A001076100;8/12/2019 17:30;2019-12-08T22:30:00.000Z;Con heridos;12;1698680;11;Naranjal;Laureles Estadio;[-75.5843081175, 6.24868520693];833234.81;1182977.54
2019;Choque;CR 63 CL 48;CR  063   048  000 00000;Tramo de via;A001076119;8/12/2019 17:30;2019-12-08T22:30:00.000Z;Con heridos;12;1698865;11;Suramericana;Laureles Estadio;[-75.5792042124, 6.25159165273];833800.73;1183297.45
2019;Otro;CR 84 CL 95;CR  084   095  000 00000;Lote o Predio;A001076101;8/12/2019 18:00;2019-12-08T23:00:00.000Z;Con heridos;12;1698711;6;Picacho;Doce de Octubre;[-75.5855317904, 6.29583054822];833114.35;1188193.39
2019;Otro;CR 17 A CL 56;CR  017 A   056  000 00000;Lote o Predio;A001076108;8/12/2019 19:00;2019-12-09T00:00:00.000Z;Con heridos;12;1698852;8;Villatina;Villa Hermosa;[-75.5400531917, 6.23863276416];838130.7;1181851.69
2019;Choque;CR 35 CL 16 A;CR  035   016 A  000 00000;Tramo de via;A001076116;8/12/2019 20:20;2019-12-09T01:20:00.000Z;Con heridos;12;1698856;9;Asomadera No. 1;Buenos Aires;[-75.5640407513, 6.21753273841];835468.69;1179524.95
2019;Otro;CR 9 A CL 120;CR  009 A   120  000 00000;Lote o Predio;A001076122;8/12/2019 21:50;2019-12-09T02:50:00.000Z;Con heridos;12;1698858;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Choque;CR 50 CL 30;CR  050   030  000 00000;Tramo de via;A001076118;8/12/2019 22:50;2019-12-09T03:50:00.000Z;Con heridos;12;1698857;10;Perpetuo Socorro;La Candelaria;[-75.5744826294, 6.23184964279];834317.2;1181112.01
2019;Choque;CL 62 CR 93;CL  062   093  000 00000;Tramo de via;A001076123;9/12/2019 0:15;2019-12-09T05:15:00.000Z;Con heridos;12;1698889;7;Fuente Clara;Robledo;[-75.6053436274, 6.27625849318];830915.04;1186034.58
2019;Otro;CR 16 CL 56 E;CR  016   056 E  000 00000;Interseccion;A001076135;9/12/2019 4:00;2019-12-09T09:00:00.000Z;Con heridos;12;1699004;8;Villatina;Villa Hermosa;[-75.5387213584, 6.2402500524];838278.63;1182030.19
2019;Otro;CL 999 CR 999;CL  999   999  000 00000;Lote o Predio;A001076126;9/12/2019 5:10;2019-12-09T10:10:00.000Z;Con heridos;12;1698859;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Caida Ocupante;CL 65 C CR 90;CL  065 C   090  000 00000;Lote o Predio;A001076130;9/12/2019 5:30;2019-12-09T10:30:00.000Z;Con heridos;12;1699000;7;Cucaracho;Robledo;[-75.5986863101, 6.27842791462];831652.67;1186272.43
2019;Otro;CL 94 CR 73;CL  094   073  000 00000;Lote o Predio;A001076157;9/12/2019 6:20;2019-12-09T11:20:00.000Z;Con heridos;12;1699017;6;La Esperanza;Doce de Octubre;[-75.577126698, 6.28993999482];834042.84;1187539.07
2019;Otro;CL 104 F CR 83 A;CL  104 F   083 A  000 00000;Lote o Predio;A001076160;9/12/2019 7:40;2019-12-09T12:40:00.000Z;Con heridos;12;1699023;6;Doce de Octubre No.1;Doce de Octubre;[-75.5815624677, 6.30698169543];833557.27;1189425.72
2019;Otro;CR 65 CL 112;CR  065   112  000 00000;Tramo de via;A001076138;9/12/2019 9:00;2019-12-09T14:00:00.000Z;Con heridos;12;1699006;5;Las Brisas;Castilla;[-75.5641530039, 6.30693248545];835484.26;1189414.75
2019;Caida Ocupante;CR 70 CL 50;CR  070   050  000 00000;Lote o Predio;A001076148;9/12/2019 9:40;2019-12-09T14:40:00.000Z;Con heridos;12;1698907;11;Carlos E. Restrepo;Laureles Estadio;[-75.5861758144, 6.25843522986];833031.15;1184056.73
2019;Choque;CR 63 CL 94;CR  063   094  000 00000;Tramo de via;A001076180;9/12/2019 13:00;2019-12-09T18:00:00.000Z;Con heridos;12;1699063;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Atropello;CL 65 CR 88;CL  065   088  000 00000;Tramo de via;A001076162;9/12/2019 13:10;2019-12-09T18:10:00.000Z;Con heridos;12;1698913;7;Robledo;Robledo;[-75.5978548741, 6.27672900938];831744.16;1186084.22
2019;Atropello;CR 55 CL 25;CR  055   025  000 00000;Tramo de via;A001076172;9/12/2019 14:30;2019-12-09T19:30:00.000Z;Con heridos;12;1698888;15;Trinidad;Guayabal;[-75.5806415808, 6.22666356954];833633.75;1180540.24
2019;Choque;CR 43 A CL 7;CR  043 A   007  000 00000;Tramo de via;A001076201;9/12/2019 17:30;2019-12-09T22:30:00.000Z;Con heridos;12;1699081;14;La Florida;El Poblado;[-75.5715065836, 6.20629416455];834638.67;1178284.02
2019;Atropello;CR 52 CL 82 A;CR  052   082 A  000 00000;Tramo de via;A001076186;9/12/2019 18:00;2019-12-09T23:00:00.000Z;Con heridos;12;1699964;4;Moravia;Aranjuez;[-75.5645983366, 6.27672444862];835425.46;1186073.15
2019;Caida Ocupante;CL 67 CR 55;CL  067   055  000 00000;Lote o Predio;A001076200;9/12/2019 18:30;2019-12-09T23:30:00.000Z;Con heridos;12;1699115;10;El Chagualo;La Candelaria;[-75.5675997041, 6.26435226552];835089.34;1184705.43
2019;Choque;CL 77 CR 50;CL  077   050  000 00000;Lote o Predio;A001076210;9/12/2019 19:10;2019-12-10T00:10:00.000Z;Con heridos;12;1699070;4;Brasilia;Aranjuez;[-75.5596600364, 6.27098309413];835970.3;1185436.47
2019;Volcamiento;CR 43 C CL 6;CR  043 C   006  000 00000;Interseccion;A001076208;9/12/2019 20:30;2019-12-10T01:30:00.000Z;Con heridos;12;1699077;14;Astorga;El Poblado;[-75.5729598517, 6.20786024119];834478.27;1178457.72
2019;Otro;CL 54 A CR 8 A;CL  054 A   008 A  000 00000;Lote o Predio;A001076205;9/12/2019 22:10;2019-12-10T03:10:00.000Z;Con heridos;12;1699069;8;Las Estancias;Villa Hermosa;[-75.5354803289, 6.23416751245];838635.55;1181356.33
2019;Caida Ocupante;CR 12 CL 338;CR  012   338  000 00000;Tramo de via;A001076206;9/12/2019 23:00;2019-12-10T04:00:00.000Z;Con heridos;12;1699061;Sin Inf;;Sin Inf;[-75.7037762763, 6.22141524356];820000;1180000
2019;Otro;CL 42 CR 39;CL  042   039  000 00000;Tramo de via;A001076223;10/12/2019 6:20;2019-12-10T11:20:00.000Z;Con heridos;12;1699114;9;El Salvador;Buenos Aires;[-75.5635975376, 6.23980068716];835524.69;1181988.18
